wings,tenders,fries_reg,fries_large,veggies,dips,drinks,flavours,date,menu_item,quantity,is_event_day,is_weekend
30,0,0,0,0,0,0,3,2024-06-14,30 Wings,1,0,0
20,0,0,0,0,0,0,4,2024-06-14,10 Wings,2,0,0
15,0,0,1,1,2,2,2,2024-06-14,15pc Meal for 2,1,0,0
48,18,0,3,0,9,0,12,2024-06-14,Game Night Bundle,3,0,0
0,8,0,1,1,2,2,2,2024-06-14,8pc Tender Meal for 2,1,0,0
18,0,3,0,0,3,3,6,2024-06-14,6pc Wing Combo,3,0,0
12,0,2,0,0,2,2,4,2024-06-14,6pc Wing Combo,2,0,0
8,0,1,0,0,1,1,2,2024-06-14,8pc Wing Combo,1,0,0
0,16,0,1,1,3,0,3,2024-06-14,16pc Tender Pack,1,0,0
8,0,1,0,0,1,1,2,2024-06-14,8pc Wing Combo,1,0,0
100,0,0,4,4,8,0,6,2024-06-14,100pc Pack,1,0,0
12,0,2,0,0,2,2,4,2024-06-14,6pc Wing Combo,2,0,0
90,0,0,0,0,0,0,9,2024-06-14,30 Wings,3,0,0
45,0,0,3,3,6,6,6,2024-06-14,15pc Meal for 2,3,0,0
40,0,0,0,0,0,0,6,2024-06-14,20 Wings,2,0,0
150,0,0,0,0,0,0,12,2024-06-14,50 Wings,3,0,0
6,0,1,0,0,1,1,2,2024-06-14,6pc Wing Combo,1,0,0
100,0,0,4,4,8,0,8,2024-06-14,50pc Party Pack,2,0,0
18,0,3,0,0,3,3,6,2024-06-14,6pc Wing Combo,3,0,0
40,0,0,0,0,0,0,6,2024-06-14,20 Wings,2,0,0
0,6,2,0,0,2,2,2,2024-06-14,3pc Tender Combo,2,0,0
20,0,2,0,0,2,2,4,2024-06-15,10pc Wing Combo,2,1,1
30,0,0,1,1,3,0,3,2024-06-15,30pc Crew Pack,1,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
20,0,0,0,0,0,0,3,2024-06-15,20 Wings,1,1,1
8,0,1,0,0,1,1,2,2024-06-15,8pc Wing Combo,1,1,1
0,16,0,2,2,4,4,4,2024-06-15,8pc Tender Meal for 2,2,1,1
10,0,1,0,0,1,1,2,2024-06-15,10pc Wing Combo,1,1,1
150,0,0,6,6,12,0,12,2024-06-15,50pc Party Pack,3,1,1
30,0,0,2,2,4,4,4,2024-06-15,15pc Meal for 2,2,1,1
45,0,0,3,3,6,6,6,2024-06-15,15pc Meal for 2,3,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
0,72,0,6,6,12,0,12,2024-06-15,24pc Tender Pack,3,1,1
24,0,0,1,1,3,0,3,2024-06-15,24pc Family Pack,1,1,1
0,16,0,1,1,3,0,3,2024-06-15,16pc Tender Pack,1,1,1
50,0,0,2,2,4,0,4,2024-06-15,50pc Party Pack,1,1,1
0,3,1,0,0,1,1,1,2024-06-15,3pc Tender Combo,1,1,1
0,6,2,0,0,2,2,2,2024-06-15,3pc Tender Combo,2,1,1
100,0,0,0,0,0,0,6,2024-06-15,100 Wings,1,1,1
48,0,0,2,2,6,0,6,2024-06-15,24pc Family Pack,2,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
40,0,0,0,0,0,0,6,2024-06-15,20 Wings,2,1,1
8,0,1,0,0,1,1,2,2024-06-15,8pc Wing Combo,1,1,1
30,0,0,0,0,0,0,4,2024-06-15,15 Wings,2,1,1
8,0,1,0,0,1,1,2,2024-06-15,8pc Wing Combo,1,1,1
0,5,1,0,0,1,1,1,2024-06-15,5pc Tender Combo,1,1,1
16,0,2,0,0,2,2,4,2024-06-15,8pc Wing Combo,2,1,1
60,0,0,0,0,0,0,6,2024-06-15,30 Wings,2,1,1
0,9,3,0,0,3,3,3,2024-06-15,3pc Tender Combo,3,1,1
45,0,0,3,3,6,6,6,2024-06-15,15pc Meal for 2,3,1,1
24,0,3,0,0,3,3,6,2024-06-15,8pc Wing Combo,3,1,1
72,0,0,3,3,9,0,9,2024-06-15,24pc Family Pack,3,1,1
0,24,0,3,3,6,6,6,2024-06-15,8pc Tender Meal for 2,3,1,1
48,0,0,2,2,6,0,6,2024-06-15,24pc Family Pack,2,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
0,6,2,0,0,2,2,2,2024-06-15,3pc Tender Combo,2,1,1
90,0,0,3,3,9,0,9,2024-06-15,30pc Crew Pack,3,1,1
8,0,1,0,0,1,1,2,2024-06-15,8pc Wing Combo,1,1,1
24,0,3,0,0,3,3,6,2024-06-15,8pc Wing Combo,3,1,1
0,8,0,1,1,2,2,2,2024-06-15,8pc Tender Meal for 2,1,1,1
200,0,0,0,0,0,0,12,2024-06-15,100 Wings,2,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
20,0,0,0,0,0,0,4,2024-06-15,10 Wings,2,1,1
18,0,3,0,0,3,3,6,2024-06-15,6pc Wing Combo,3,1,1
48,0,0,2,2,6,0,6,2024-06-15,24pc Family Pack,2,1,1
300,0,0,12,12,24,0,18,2024-06-15,100pc Pack,3,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
0,3,1,0,0,1,1,1,2024-06-15,3pc Tender Combo,1,1,1
40,0,0,0,0,0,0,6,2024-06-15,20 Wings,2,1,1
60,0,0,0,0,0,0,6,2024-06-15,30 Wings,2,1,1
12,0,2,0,0,2,2,4,2024-06-15,6pc Wing Combo,2,1,1
20,0,2,0,0,2,2,4,2024-06-15,10pc Wing Combo,2,1,1
32,12,0,2,0,6,0,8,2024-06-15,Game Night Bundle,2,1,1
10,0,1,0,0,1,1,2,2024-06-15,10pc Wing Combo,1,1,1
0,24,0,3,3,6,6,6,2024-06-15,8pc Tender Meal for 2,3,1,1
10,0,1,0,0,1,1,2,2024-06-15,10pc Wing Combo,1,1,1
48,0,0,2,2,6,0,6,2024-06-15,24pc Family Pack,2,1,1
16,0,2,0,0,2,2,4,2024-06-15,8pc Wing Combo,2,1,1
45,0,0,0,0,0,0,6,2024-06-15,15 Wings,3,1,1
20,0,0,0,0,0,0,3,2024-06-15,20 Wings,1,1,1
45,0,0,3,3,6,6,6,2024-06-15,15pc Meal for 2,3,1,1
30,0,0,0,0,0,0,6,2024-06-15,10 Wings,3,1,1
24,0,0,1,1,3,0,3,2024-06-15,24pc Family Pack,1,1,1
18,0,3,0,0,3,3,6,2024-06-15,6pc Wing Combo,3,1,1
0,24,0,2,2,4,0,4,2024-06-15,24pc Tender Pack,1,1,1
0,5,1,0,0,1,1,1,2024-06-15,5pc Tender Combo,1,1,1
20,0,2,0,0,2,2,4,2024-06-15,10pc Wing Combo,2,1,1
30,0,3,0,0,3,3,6,2024-06-15,10pc Wing Combo,3,1,1
200,0,0,0,0,0,0,12,2024-06-15,100 Wings,2,1,1
45,0,0,0,0,0,0,6,2024-06-15,15 Wings,3,1,1
30,0,0,0,0,0,0,6,2024-06-15,10 Wings,3,1,1
16,0,2,0,0,2,2,4,2024-06-15,8pc Wing Combo,2,1,1
0,48,0,4,4,8,0,8,2024-06-15,24pc Tender Pack,2,1,1
20,0,2,0,0,2,2,4,2024-06-15,10pc Wing Combo,2,1,1
100,0,0,0,0,0,0,6,2024-06-15,100 Wings,1,1,1
18,0,3,0,0,3,3,6,2024-06-15,6pc Wing Combo,3,1,1
15,0,0,1,1,2,2,2,2024-06-15,15pc Meal for 2,1,1,1
90,0,0,3,3,9,0,9,2024-06-15,30pc Crew Pack,3,1,1
90,0,0,3,3,9,0,9,2024-06-16,30pc Crew Pack,3,0,1
18,0,3,0,0,3,3,6,2024-06-16,6pc Wing Combo,3,0,1
12,0,2,0,0,2,2,4,2024-06-16,6pc Wing Combo,2,0,1
50,0,0,2,2,4,0,4,2024-06-16,50pc Party Pack,1,0,1
0,6,2,0,0,2,2,2,2024-06-16,3pc Tender Combo,2,0,1
30,0,3,0,0,3,3,6,2024-06-16,10pc Wing Combo,3,0,1
0,5,1,0,0,1,1,1,2024-06-16,5pc Tender Combo,1,0,1
0,8,0,1,1,2,2,2,2024-06-16,8pc Tender Meal for 2,1,0,1
15,0,0,1,1,2,2,2,2024-06-16,15pc Meal for 2,1,0,1
0,48,0,4,4,8,0,8,2024-06-16,24pc Tender Pack,2,0,1
20,0,2,0,0,2,2,4,2024-06-16,10pc Wing Combo,2,0,1
0,6,2,0,0,2,2,2,2024-06-16,3pc Tender Combo,2,0,1
20,0,0,0,0,0,0,4,2024-06-16,10 Wings,2,0,1
0,9,3,0,0,3,3,3,2024-06-16,3pc Tender Combo,3,0,1
20,0,0,0,0,0,0,3,2024-06-16,20 Wings,1,0,1
18,0,3,0,0,3,3,6,2024-06-16,6pc Wing Combo,3,0,1
0,6,2,0,0,2,2,2,2024-06-16,3pc Tender Combo,2,0,1
0,6,2,0,0,2,2,2,2024-06-16,3pc Tender Combo,2,0,1
0,15,3,0,0,3,3,3,2024-06-16,5pc Tender Combo,3,0,1
15,0,0,0,0,0,0,2,2024-06-16,15 Wings,1,0,1
0,16,0,1,1,3,0,3,2024-06-16,16pc Tender Pack,1,0,1
20,0,0,0,0,0,0,4,2024-06-16,10 Wings,2,0,1
20,0,2,0,0,2,2,4,2024-06-16,10pc Wing Combo,2,0,1
48,0,0,2,2,6,0,6,2024-06-16,24pc Family Pack,2,0,1
0,10,2,0,0,2,2,2,2024-06-16,5pc Tender Combo,2,0,1
0,3,1,0,0,1,1,1,2024-06-16,3pc Tender Combo,1,0,1
150,0,0,0,0,0,0,12,2024-06-16,50 Wings,3,0,1
8,0,1,0,0,1,1,2,2024-06-16,8pc Wing Combo,1,0,1
45,0,0,3,3,6,6,6,2024-06-16,15pc Meal for 2,3,0,1
0,6,2,0,0,2,2,2,2024-06-16,3pc Tender Combo,2,0,1
30,0,0,0,0,0,0,4,2024-06-16,15 Wings,2,0,1
90,0,0,0,0,0,0,9,2024-06-16,30 Wings,3,0,1
30,0,0,2,2,4,4,4,2024-06-16,15pc Meal for 2,2,0,1
6,0,1,0,0,1,1,2,2024-06-16,6pc Wing Combo,1,0,1
60,0,0,2,2,6,0,6,2024-06-16,30pc Crew Pack,2,0,1
48,0,0,2,2,6,0,6,2024-06-16,24pc Family Pack,2,0,1
32,12,0,2,0,6,0,8,2024-06-16,Game Night Bundle,2,0,1
60,0,0,2,2,6,0,6,2024-06-16,30pc Crew Pack,2,0,1
15,0,0,1,1,2,2,2,2024-06-16,15pc Meal for 2,1,0,1
72,0,0,3,3,9,0,9,2024-06-16,24pc Family Pack,3,0,1
48,0,0,2,2,6,0,6,2024-06-16,24pc Family Pack,2,0,1
20,0,0,0,0,0,0,4,2024-06-16,10 Wings,2,0,1
6,0,1,0,0,1,1,2,2024-06-16,6pc Wing Combo,1,0,1
15,0,0,1,1,2,2,2,2024-06-16,15pc Meal for 2,1,0,1
75,0,0,0,0,0,0,5,2024-06-16,75 Wings,1,0,1
16,0,2,0,0,2,2,4,2024-06-16,8pc Wing Combo,2,0,1
0,48,0,3,3,9,0,9,2024-06-16,16pc Tender Pack,3,0,1
24,0,0,1,1,3,0,3,2024-06-16,24pc Family Pack,1,0,1
0,3,1,0,0,1,1,1,2024-06-16,3pc Tender Combo,1,0,1
6,0,1,0,0,1,1,2,2024-06-16,6pc Wing Combo,1,0,1
45,0,0,3,3,6,6,6,2024-06-16,15pc Meal for 2,3,0,1
150,0,0,6,6,12,0,10,2024-06-16,75pc Pack,2,0,1
20,0,2,0,0,2,2,4,2024-06-16,10pc Wing Combo,2,0,1
0,6,2,0,0,2,2,2,2024-06-16,3pc Tender Combo,2,0,1
10,0,1,0,0,1,1,2,2024-06-16,10pc Wing Combo,1,0,1
0,8,0,1,1,2,2,2,2024-06-17,8pc Tender Meal for 2,1,0,0
30,0,0,2,2,4,4,4,2024-06-17,15pc Meal for 2,2,0,0
24,0,3,0,0,3,3,6,2024-06-17,8pc Wing Combo,3,0,0
0,3,1,0,0,1,1,1,2024-06-17,3pc Tender Combo,1,0,0
50,0,0,2,2,4,0,4,2024-06-17,50pc Party Pack,1,0,0
0,16,0,1,1,3,0,3,2024-06-17,16pc Tender Pack,1,0,0
60,0,0,2,2,6,0,6,2024-06-17,30pc Crew Pack,2,0,0
15,0,0,1,1,2,2,2,2024-06-17,15pc Meal for 2,1,0,0
30,0,0,2,2,4,4,4,2024-06-17,15pc Meal for 2,2,0,0
10,0,1,0,0,1,1,2,2024-06-17,10pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-06-17,10pc Wing Combo,2,0,0
6,0,1,0,0,1,1,2,2024-06-17,6pc Wing Combo,1,0,0
45,0,0,3,3,6,6,6,2024-06-17,15pc Meal for 2,3,0,0
18,0,3,0,0,3,3,6,2024-06-17,6pc Wing Combo,3,0,0
8,0,1,0,0,1,1,2,2024-06-17,8pc Wing Combo,1,0,0
0,32,0,2,2,6,0,6,2024-06-17,16pc Tender Pack,2,0,0
30,0,0,2,2,4,4,4,2024-06-17,15pc Meal for 2,2,0,0
0,16,0,2,2,4,4,4,2024-06-17,8pc Tender Meal for 2,2,0,0
0,48,0,3,3,9,0,9,2024-06-17,16pc Tender Pack,3,0,0
0,9,3,0,0,3,3,3,2024-06-17,3pc Tender Combo,3,0,0
150,0,0,0,0,0,0,12,2024-06-17,50 Wings,3,0,0
12,0,2,0,0,2,2,4,2024-06-17,6pc Wing Combo,2,0,0
0,32,0,2,2,6,0,6,2024-06-17,16pc Tender Pack,2,0,0
100,0,0,0,0,0,0,8,2024-06-17,50 Wings,2,0,0
15,0,0,0,0,0,0,2,2024-06-17,15 Wings,1,0,0
8,0,1,0,0,1,1,2,2024-06-17,8pc Wing Combo,1,0,0
15,0,0,1,1,2,2,2,2024-06-17,15pc Meal for 2,1,0,0
24,0,3,0,0,3,3,6,2024-06-17,8pc Wing Combo,3,0,0
0,15,3,0,0,3,3,3,2024-06-17,5pc Tender Combo,3,0,0
0,16,0,2,2,4,4,4,2024-06-17,8pc Tender Meal for 2,2,0,0
15,0,0,1,1,2,2,2,2024-06-17,15pc Meal for 2,1,0,0
0,6,2,0,0,2,2,2,2024-06-17,3pc Tender Combo,2,0,0
0,8,0,1,1,2,2,2,2024-06-17,8pc Tender Meal for 2,1,0,0
30,0,0,1,1,3,0,3,2024-06-17,30pc Crew Pack,1,0,0
30,0,0,0,0,0,0,4,2024-06-18,15 Wings,2,0,0
0,10,2,0,0,2,2,2,2024-06-18,5pc Tender Combo,2,0,0
0,10,2,0,0,2,2,2,2024-06-18,5pc Tender Combo,2,0,0
0,6,2,0,0,2,2,2,2024-06-18,3pc Tender Combo,2,0,0
30,0,0,0,0,0,0,3,2024-06-18,30 Wings,1,0,0
90,0,0,0,0,0,0,9,2024-06-18,30 Wings,3,0,0
300,0,0,12,12,24,0,18,2024-06-18,100pc Pack,3,0,0
15,0,0,1,1,2,2,2,2024-06-18,15pc Meal for 2,1,0,0
50,0,0,2,2,4,0,4,2024-06-18,50pc Party Pack,1,0,0
24,0,3,0,0,3,3,6,2024-06-18,8pc Wing Combo,3,0,0
0,15,3,0,0,3,3,3,2024-06-18,5pc Tender Combo,3,0,0
75,0,0,3,3,6,0,5,2024-06-18,75pc Pack,1,0,0
12,0,2,0,0,2,2,4,2024-06-18,6pc Wing Combo,2,0,0
8,0,1,0,0,1,1,2,2024-06-18,8pc Wing Combo,1,0,0
150,0,0,6,6,12,0,12,2024-06-18,50pc Party Pack,3,0,0
40,0,0,0,0,0,0,6,2024-06-18,20 Wings,2,0,0
0,9,3,0,0,3,3,3,2024-06-18,3pc Tender Combo,3,0,0
0,16,0,2,2,4,4,4,2024-06-18,8pc Tender Meal for 2,2,0,0
45,0,0,3,3,6,6,6,2024-06-18,15pc Meal for 2,3,0,0
0,6,2,0,0,2,2,2,2024-06-18,3pc Tender Combo,2,0,0
30,0,0,1,1,3,0,3,2024-06-18,30pc Crew Pack,1,0,0
0,5,1,0,0,1,1,1,2024-06-18,5pc Tender Combo,1,0,0
12,0,2,0,0,2,2,4,2024-06-18,6pc Wing Combo,2,0,0
150,0,0,6,6,12,0,10,2024-06-18,75pc Pack,2,0,0
15,0,0,1,1,2,2,2,2024-06-18,15pc Meal for 2,1,0,0
15,0,0,1,1,2,2,2,2024-06-18,15pc Meal for 2,1,0,0
100,0,0,0,0,0,0,8,2024-06-18,50 Wings,2,0,0
16,0,2,0,0,2,2,4,2024-06-18,8pc Wing Combo,2,0,0
15,0,0,1,1,2,2,2,2024-06-18,15pc Meal for 2,1,0,0
300,0,0,12,12,24,0,18,2024-06-18,100pc Pack,3,0,0
15,0,0,0,0,0,0,2,2024-06-18,15 Wings,1,0,0
60,0,0,2,2,6,0,6,2024-06-18,30pc Crew Pack,2,0,0
0,32,0,2,2,6,0,6,2024-06-18,16pc Tender Pack,2,0,0
45,0,0,0,0,0,0,6,2024-06-18,15 Wings,3,0,0
15,0,0,1,1,2,2,2,2024-06-18,15pc Meal for 2,1,0,0
48,0,0,2,2,6,0,6,2024-06-18,24pc Family Pack,2,0,0
24,0,0,1,1,3,0,3,2024-06-18,24pc Family Pack,1,0,0
30,0,0,0,0,0,0,4,2024-06-18,15 Wings,2,0,0
18,0,3,0,0,3,3,6,2024-06-18,6pc Wing Combo,3,0,0
15,0,0,1,1,2,2,2,2024-06-18,15pc Meal for 2,1,0,0
0,8,0,1,1,2,2,2,2024-06-18,8pc Tender Meal for 2,1,0,0
0,9,3,0,0,3,3,3,2024-06-18,3pc Tender Combo,3,0,0
60,0,0,2,2,6,0,6,2024-06-18,30pc Crew Pack,2,0,0
0,6,2,0,0,2,2,2,2024-06-18,3pc Tender Combo,2,0,0
8,0,1,0,0,1,1,2,2024-06-18,8pc Wing Combo,1,0,0
90,0,0,3,3,9,0,9,2024-06-18,30pc Crew Pack,3,0,0
8,0,1,0,0,1,1,2,2024-06-19,8pc Wing Combo,1,0,0
0,16,0,1,1,3,0,3,2024-06-19,16pc Tender Pack,1,0,0
30,0,0,1,1,3,0,3,2024-06-19,30pc Crew Pack,1,0,0
30,0,0,1,1,3,0,3,2024-06-19,30pc Crew Pack,1,0,0
30,0,0,2,2,4,4,4,2024-06-19,15pc Meal for 2,2,0,0
0,5,1,0,0,1,1,1,2024-06-19,5pc Tender Combo,1,0,0
16,0,2,0,0,2,2,4,2024-06-19,8pc Wing Combo,2,0,0
0,5,1,0,0,1,1,1,2024-06-19,5pc Tender Combo,1,0,0
8,0,1,0,0,1,1,2,2024-06-19,8pc Wing Combo,1,0,0
18,0,3,0,0,3,3,6,2024-06-19,6pc Wing Combo,3,0,0
45,0,0,3,3,6,6,6,2024-06-19,15pc Meal for 2,3,0,0
10,0,1,0,0,1,1,2,2024-06-19,10pc Wing Combo,1,0,0
40,0,0,0,0,0,0,6,2024-06-19,20 Wings,2,0,0
6,0,1,0,0,1,1,2,2024-06-19,6pc Wing Combo,1,0,0
24,0,3,0,0,3,3,6,2024-06-19,8pc Wing Combo,3,0,0
0,3,1,0,0,1,1,1,2024-06-19,3pc Tender Combo,1,0,0
150,0,0,6,6,12,0,12,2024-06-19,50pc Party Pack,3,0,0
6,0,1,0,0,1,1,2,2024-06-19,6pc Wing Combo,1,0,0
6,0,1,0,0,1,1,2,2024-06-19,6pc Wing Combo,1,0,0
32,12,0,2,0,6,0,8,2024-06-19,Game Night Bundle,2,0,0
0,15,3,0,0,3,3,3,2024-06-19,5pc Tender Combo,3,0,0
72,0,0,3,3,9,0,9,2024-06-19,24pc Family Pack,3,0,0
150,0,0,6,6,12,0,12,2024-06-19,50pc Party Pack,3,0,0
20,0,2,0,0,2,2,4,2024-06-19,10pc Wing Combo,2,0,0
15,0,0,1,1,2,2,2,2024-06-19,15pc Meal for 2,1,0,0
0,10,2,0,0,2,2,2,2024-06-19,5pc Tender Combo,2,0,0
20,0,0,0,0,0,0,3,2024-06-19,20 Wings,1,0,0
16,0,2,0,0,2,2,4,2024-06-19,8pc Wing Combo,2,0,0
30,0,0,0,0,0,0,4,2024-06-19,15 Wings,2,0,0
24,0,3,0,0,3,3,6,2024-06-19,8pc Wing Combo,3,0,0
20,0,2,0,0,2,2,4,2024-06-19,10pc Wing Combo,2,0,0
30,0,0,0,0,0,0,3,2024-06-20,30 Wings,1,0,0
30,0,0,2,2,4,4,4,2024-06-20,15pc Meal for 2,2,0,0
0,6,2,0,0,2,2,2,2024-06-20,3pc Tender Combo,2,0,0
72,0,0,3,3,9,0,9,2024-06-20,24pc Family Pack,3,0,0
50,0,0,0,0,0,0,4,2024-06-20,50 Wings,1,0,0
45,0,0,3,3,6,6,6,2024-06-20,15pc Meal for 2,3,0,0
10,0,0,0,0,0,0,2,2024-06-20,10 Wings,1,0,0
45,0,0,0,0,0,0,6,2024-06-20,15 Wings,3,0,0
60,0,0,2,2,6,0,6,2024-06-20,30pc Crew Pack,2,0,0
24,0,0,1,1,3,0,3,2024-06-20,24pc Family Pack,1,0,0
0,16,0,1,1,3,0,3,2024-06-20,16pc Tender Pack,1,0,0
20,0,0,0,0,0,0,3,2024-06-20,20 Wings,1,0,0
0,24,0,2,2,4,0,4,2024-06-20,24pc Tender Pack,1,0,0
20,0,2,0,0,2,2,4,2024-06-20,10pc Wing Combo,2,0,0
40,0,0,0,0,0,0,6,2024-06-20,20 Wings,2,0,0
48,0,0,2,2,6,0,6,2024-06-20,24pc Family Pack,2,0,0
0,9,3,0,0,3,3,3,2024-06-20,3pc Tender Combo,3,0,0
30,0,0,0,0,0,0,4,2024-06-20,15 Wings,2,0,0
24,0,3,0,0,3,3,6,2024-06-20,8pc Wing Combo,3,0,0
30,0,0,0,0,0,0,6,2024-06-20,10 Wings,3,0,0
0,10,2,0,0,2,2,2,2024-06-20,5pc Tender Combo,2,0,0
40,0,0,0,0,0,0,6,2024-06-20,20 Wings,2,0,0
16,0,2,0,0,2,2,4,2024-06-20,8pc Wing Combo,2,0,0
90,0,0,3,3,9,0,9,2024-06-20,30pc Crew Pack,3,0,0
15,0,0,0,0,0,0,2,2024-06-20,15 Wings,1,0,0
12,0,2,0,0,2,2,4,2024-06-20,6pc Wing Combo,2,0,0
24,0,3,0,0,3,3,6,2024-06-20,8pc Wing Combo,3,0,0
48,18,0,3,0,9,0,12,2024-06-20,Game Night Bundle,3,0,0
20,0,2,0,0,2,2,4,2024-06-20,10pc Wing Combo,2,0,0
300,0,0,0,0,0,0,18,2024-06-20,100 Wings,3,0,0
16,0,2,0,0,2,2,4,2024-06-20,8pc Wing Combo,2,0,0
72,0,0,3,3,9,0,9,2024-06-20,24pc Family Pack,3,0,0
0,24,0,2,2,4,0,4,2024-06-20,24pc Tender Pack,1,0,0
0,15,3,0,0,3,3,3,2024-06-20,5pc Tender Combo,3,0,0
0,6,2,0,0,2,2,2,2024-06-20,3pc Tender Combo,2,0,0
0,3,1,0,0,1,1,1,2024-06-20,3pc Tender Combo,1,0,0
30,0,0,0,0,0,0,4,2024-06-20,15 Wings,2,0,0
0,8,0,1,1,2,2,2,2024-06-21,8pc Tender Meal for 2,1,0,0
24,0,0,1,1,3,0,3,2024-06-21,24pc Family Pack,1,0,0
30,0,0,0,0,0,0,3,2024-06-21,30 Wings,1,0,0
18,0,3,0,0,3,3,6,2024-06-21,6pc Wing Combo,3,0,0
48,0,0,2,2,6,0,6,2024-06-21,24pc Family Pack,2,0,0
0,8,0,1,1,2,2,2,2024-06-21,8pc Tender Meal for 2,1,0,0
30,0,3,0,0,3,3,6,2024-06-21,10pc Wing Combo,3,0,0
0,10,2,0,0,2,2,2,2024-06-21,5pc Tender Combo,2,0,0
8,0,1,0,0,1,1,2,2024-06-21,8pc Wing Combo,1,0,0
6,0,1,0,0,1,1,2,2024-06-21,6pc Wing Combo,1,0,0
16,0,2,0,0,2,2,4,2024-06-21,8pc Wing Combo,2,0,0
90,0,0,0,0,0,0,9,2024-06-21,30 Wings,3,0,0
0,9,3,0,0,3,3,3,2024-06-21,3pc Tender Combo,3,0,0
10,0,0,0,0,0,0,2,2024-06-21,10 Wings,1,0,0
30,0,0,2,2,4,4,4,2024-06-21,15pc Meal for 2,2,0,0
0,9,3,0,0,3,3,3,2024-06-21,3pc Tender Combo,3,0,0
150,0,0,6,6,12,0,10,2024-06-21,75pc Pack,2,0,0
100,0,0,0,0,0,0,8,2024-06-21,50 Wings,2,0,0
0,16,0,1,1,3,0,3,2024-06-21,16pc Tender Pack,1,0,0
0,32,0,2,2,6,0,6,2024-06-21,16pc Tender Pack,2,0,0
12,0,2,0,0,2,2,4,2024-06-21,6pc Wing Combo,2,0,0
0,6,2,0,0,2,2,2,2024-06-21,3pc Tender Combo,2,0,0
150,0,0,6,6,12,0,12,2024-06-21,50pc Party Pack,3,0,0
30,0,0,0,0,0,0,3,2024-06-21,30 Wings,1,0,0
10,0,1,0,0,1,1,2,2024-06-21,10pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-06-21,10pc Wing Combo,2,0,0
60,0,0,2,2,6,0,6,2024-06-21,30pc Crew Pack,2,0,0
30,0,3,0,0,3,3,6,2024-06-21,10pc Wing Combo,3,0,0
8,0,1,0,0,1,1,2,2024-06-21,8pc Wing Combo,1,0,0
45,0,0,0,0,0,0,6,2024-06-21,15 Wings,3,0,0
0,3,1,0,0,1,1,1,2024-06-21,3pc Tender Combo,1,0,0
45,0,0,0,0,0,0,6,2024-06-21,15 Wings,3,0,0
30,0,0,0,0,0,0,4,2024-06-21,15 Wings,2,0,0
30,0,3,0,0,3,3,6,2024-06-21,10pc Wing Combo,3,0,0
0,6,2,0,0,2,2,2,2024-06-21,3pc Tender Combo,2,0,0
6,0,1,0,0,1,1,2,2024-06-21,6pc Wing Combo,1,0,0
10,0,1,0,0,1,1,2,2024-06-22,10pc Wing Combo,1,0,1
30,0,0,0,0,0,0,6,2024-06-22,10 Wings,3,0,1
72,0,0,3,3,9,0,9,2024-06-22,24pc Family Pack,3,0,1
16,0,2,0,0,2,2,4,2024-06-22,8pc Wing Combo,2,0,1
0,24,0,2,2,4,0,4,2024-06-22,24pc Tender Pack,1,0,1
6,0,1,0,0,1,1,2,2024-06-22,6pc Wing Combo,1,0,1
100,0,0,4,4,8,0,6,2024-06-22,100pc Pack,1,0,1
6,0,1,0,0,1,1,2,2024-06-22,6pc Wing Combo,1,0,1
24,0,0,1,1,3,0,3,2024-06-22,24pc Family Pack,1,0,1
0,10,2,0,0,2,2,2,2024-06-22,5pc Tender Combo,2,0,1
0,9,3,0,0,3,3,3,2024-06-22,3pc Tender Combo,3,0,1
24,0,0,1,1,3,0,3,2024-06-22,24pc Family Pack,1,0,1
30,0,0,1,1,3,0,3,2024-06-22,30pc Crew Pack,1,0,1
30,0,3,0,0,3,3,6,2024-06-22,10pc Wing Combo,3,0,1
100,0,0,4,4,8,0,8,2024-06-22,50pc Party Pack,2,0,1
100,0,0,0,0,0,0,8,2024-06-22,50 Wings,2,0,1
30,0,0,0,0,0,0,4,2024-06-22,15 Wings,2,0,1
24,0,3,0,0,3,3,6,2024-06-22,8pc Wing Combo,3,0,1
18,0,3,0,0,3,3,6,2024-06-22,6pc Wing Combo,3,0,1
60,0,0,0,0,0,0,6,2024-06-22,30 Wings,2,0,1
0,6,2,0,0,2,2,2,2024-06-22,3pc Tender Combo,2,0,1
0,9,3,0,0,3,3,3,2024-06-22,3pc Tender Combo,3,0,1
20,0,0,0,0,0,0,4,2024-06-22,10 Wings,2,0,1
15,0,0,1,1,2,2,2,2024-06-22,15pc Meal for 2,1,0,1
150,0,0,6,6,12,0,12,2024-06-22,50pc Party Pack,3,0,1
150,0,0,0,0,0,0,10,2024-06-22,75 Wings,2,0,1
0,8,0,1,1,2,2,2,2024-06-22,8pc Tender Meal for 2,1,0,1
24,0,3,0,0,3,3,6,2024-06-22,8pc Wing Combo,3,0,1
